rate: start_time, end_time
0.0: 393856.45044975, 393861.46657854196
9.2: 393861.474578542, 393867.28923374997
14.8: 393872.338383333, 393878.21809524996
14.0: 393883.249924667, 393889.105591708
10.8: 393894.11997166695, 393899.99186387495
13.2: 393905.009243292, 393910.84550729196
12.4: 393915.875153083, 393921.689946792
15.6: 393926.75498187495, 393932.602726875
8.4: 393937.66994829196, 393943.52234666696
11.6: 393948.57019416697, 393954.40023708297
10.0: 393959.40554958297, 393965.247915083
