rate: start_time, end_time
0.0: 394009.80342375, 394014.825541208
10.8: 394014.833541208, 394019.49349674996
10.0: 394024.50985275, 394029.16660525
8.4: 394034.19578141696, 394038.914896
15.6: 394043.92643358296, 394048.60686529195
11.6: 394053.63330720796, 394058.292416167
9.2: 394063.320186083, 394067.99059966695
14.8: 394073.02677275, 394077.708442
12.4: 394082.745149292, 394087.432294
14.0: 394092.49695924995, 394097.18236649997
13.2: 394102.193371417, 394106.86550783296
