2175.182373046875, -7617.83203125, -5671.06201171875, -76.912353515625, -5684.96484375, -4523.90380859375, 4148.81884765625, 10152.408203125
2218.81298828125, -7778.5859375, -5794.08642578125, -71.74909973144531, -5764.5595703125, -4530.49755859375, 4187.912109375, 10106.966796875
2148.42724609375, -7738.10693359375, -5646.52001953125, -73.22431182861328, -5734.72021484375, -4551.1728515625, 4066.631591796875, 10126.591796875
2093.375, -7577.42041015625, -5517.6845703125, -62.56253433227539, -5652.2421875, -4543.03662109375, 3997.92236328125, 10169.8876953125
2159.379638671875, -7590.96533203125, -5657.6064453125, -59.701507568359375, -5673.9677734375, -4521.7578125, 4111.51416015625, 10154.1513671875
2223.260986328125, -7764.951171875, -5805.10546875, -62.830753326416016, -5761.318359375, -4524.68603515625, 4185.54296875, 10104.2177734375
2161.9501953125, -7773.06494140625, -5694.30810546875, -71.88320922851562, -5748.734375, -4550.41259765625, 4078.9697265625, 10109.58203125
2089.038818359375, -7609.91943359375, -5528.63671875, -66.29527282714844, -5660.91455078125, -4553.765625, 3988.95947265625, 10155.1796875
2132.66943359375, -7580.92919921875, -5623.72119140625, -63.05427169799805, -5658.58984375, -4535.9736328125, 4083.28369140625, 10154.53125
2207.63720703125, -7748.0087890625, -5800.12109375, -67.99400329589844, -5744.4208984375, -4531.615234375, 4186.83935546875, 10106.6318359375
2158.977294921875, -7798.68017578125, -5727.544921875, -79.12517547607422, -5759.48583984375, -4555.10693359375, 4104.65185546875, 10103.14453125
2081.215576171875, -7641.77099609375, -5535.833984375, -76.15239715576172, -5675.845703125, -4558.43701171875, 3999.93408203125, 10150.708984375
2111.010498046875, -7561.34912109375, -5577.56494140625, -69.715087890625, -5650.38671875, -4534.83349609375, 4064.68701171875, 10166.19921875
2194.471923828125, -7710.14501953125, -5779.44580078125, -70.65386199951172, -5731.72509765625, -4521.5341796875, 4184.67138671875, 10122.2333984375
2172.299072265625, -7799.68603515625, -5757.3623046875, -77.13587188720703, -5771.376953125, -4539.6171875, 4131.9208984375, 10109.2470703125
2098.202880859375, -7667.31884765625, -5568.4228515625, -75.12421417236328, -5698.33154296875, -4549.1162109375, 4012.8310546875, 10154.93359375
2095.095947265625, -7548.76513671875, -5542.517578125, -70.54210662841797, -5654.2314453125, -4533.42529296875, 4042.268310546875, 10181.7109375
2178.53515625, -7672.97412109375, -5741.06787109375, -71.43617248535156, -5721.7783203125, -4521.556640625, 4173.5849609375, 10138.8857421875
2184.055908203125, -7801.9658203125, -5780.63037109375, -85.3836669921875, -5778.50732421875, -4541.78515625, 4154.04931640625, 10109.783203125
2111.099853515625, -7707.8203125, -5611.0703125, -88.89289093017578, -5717.576171875, -4558.9287109375, 4027.583251953125, 10144.09375
2085.037841796875, -7564.92578125, -5556.80029296875, -69.58097839355469, -5652.845703125, -4546.45654296875, 4015.580322265625, 10175.609375
2160.720703125, -7647.873046875, -5716.92822265625, -67.70343017578125, -5703.09228515625, -4530.11767578125, 4153.7138671875, 10141.5673828125
2190.716796875, -7799.90966796875, -5784.3857421875, -74.72187805175781, -5773.58984375, -4541.11474609375, 4173.04833984375, 10101.0439453125
2119.794677734375, -7731.0439453125, -5615.18310546875, -75.37007904052734, -5728.93115234375, -4555.77734375, 4049.979736328125, 10128.3798828125
2075.113525390625, -7562.42236328125, -5499.37841796875, -66.80936431884766, -5650.6552734375, -4544.71337890625, 4005.94677734375, 10171.5634765625
2153.702392578125, -7608.220703125, -5675.53271484375, -61.0426139831543, -5686.8203125, -4522.763671875, 4127.00390625, 10146.306640625
2207.7265625, -7777.26708984375, -5807.1171875, -65.24474334716797, -5767.42041015625, -4526.65283203125, 4179.19482421875, 10100.0380859375
2146.1474609375, -7752.12158203125, -5665.0048828125, -68.2622299194336, -5741.31396484375, -4547.50732421875, 4064.08349609375, 10117.271484375
2084.47900390625, -7587.16552734375, -5508.296875, -62.406070709228516, -5654.36572265625, -4545.361328125, 3992.0439453125, 10162.869140625
2141.3642578125, -7584.97509765625, -5633.220703125, -60.819095611572266, -5665.630859375, -4524.26123046875, 4102.0146484375, 10151.55859375
2205.42431640625, -7751.8310546875, -5803.5859375, -67.85989379882812, -5753.89794921875, -4524.3505859375, 4183.93359375, 10102.0947265625
2155.24462890625, -7778.138671875, -5707.09326171875, -71.83850860595703, -5754.43408203125, -4550.25634765625, 4085.027099609375, 10106.8330078125
2080.031005859375, -7617.72021484375, -5532.34716796875, -67.45756530761719, -5669.6318359375, -4556.9619140625, 3990.45703125, 10154.375
2113.44677734375, -7568.8818359375, -5598.53076171875, -65.80353546142578, -5659.90869140625, -4537.71728515625, 4079.4169921875, 10159.60546875
2192.750732421875, -7726.30517578125, -5786.41943359375, -73.24666595458984, -5744.28662109375, -4529.8046875, 4189.02978515625, 10112.5546875
2151.24365234375, -7797.7412109375, -5731.65771484375, -86.00951385498047, -5766.23583984375, -4552.7373046875, 4117.59375, 10106.4755859375
2065.5693359375, -7654.51123046875, -5552.37451171875, -87.59648895263672, -5684.9873046875, -4562.1474609375, 4005.387939453125, 10152.810546875
2074.554931640625, -7560.857421875, -5579.0400390625, -81.15918731689453, -5651.99609375, -4540.6005859375, 4057.0205078125, 10171.6533203125
2162.285400390625, -7701.62890625, -5771.24267578125, -74.63247680664062, -5733.28955078125, -4525.5576171875, 4181.20654296875, 10124.71484375
2156.1162109375, -7814.46044921875, -5769.3427734375, -85.65188598632812, -5776.7861328125, -4546.61328125, 4139.38671875, 10101.982421875
