282100.426963209, 5139.828125, -22348.01171875, -3630.392578125, -10867.9990234375, -15533.9482421875, 1681.3875732421875, -25343.90625, -23204.93359375
282100.430963209, 5088.0615234375, -22358.919921875, -3708.556640625, -10813.9755859375, -15546.7109375, 1772.381591796875, -25314.111328125, -23195.34375
282100.43496320903, 5120.98583984375, -22289.94140625, -3794.566162109375, -10805.1015625, -15569.2861328125, 1770.83935546875, -25259.662109375, -23184.66015625
282100.43896320905, 5137.54833984375, -22317.748046875, -3712.222412109375, -10830.26953125, -15574.3154296875, 1719.765625, -25309.259765625, -23197.78125
282100.44296320906, 5144.1201171875, -22365.9375, -3621.183837890625, -10857.740234375, -15550.8681640625, 1688.026123046875, -25345.515625, -23210.87890625
282100.4469632091, 5207.8447265625, -22273.490234375, -3603.2353515625, -10838.673828125, -15584.1279296875, 1725.912353515625, -25346.095703125, -23186.470703125
282100.4509632091, 5175.52392578125, -22201.67578125, -3753.997802734375, -10823.18359375, -15572.7509765625, 1734.8306884765625, -25253.291015625, -23176.904296875
282100.4549632091, 5080.283203125, -22342.0, -3753.885986328125, -10811.5166015625, -15578.9423828125, 1757.8082275390625, -25302.0859375, -23199.03125
282100.4589632091, 5156.63671875, -22390.97265625, -3647.871826171875, -10846.921875, -15548.96875, 1709.3272705078125, -25338.853515625, -23216.958984375
282100.46296320914, 5204.603515625, -22343.7421875, -3636.4052734375, -10836.9970703125, -15548.7001953125, 1732.1707763671875, -25335.1875, -23205.423828125
282100.465158459, 5152.0322265625, -22279.146484375, -3755.67431640625, -10804.69921875, -15576.5283203125, 1764.62548828125, -25287.333984375, -23185.798828125
282100.469158459, 5235.69482421875, -22279.146484375, -3733.009521484375, -10819.7861328125, -15612.7158203125, 1732.6624755859375, -25321.263671875, -23184.615234375
282100.473158459, 5353.22021484375, -22325.234375, -3623.262451171875, -10868.6923828125, -15586.1171875, 1667.68603515625, -25344.978515625, -23197.220703125
282100.477158459, 5146.60107421875, -22311.48828125, -3645.748291015625, -10845.6474609375, -15564.8388671875, 1705.9744873046875, -25362.568359375, -23196.193359375
282100.48115845904, 5126.75244140625, -22279.123046875, -3811.687744140625, -10805.4814453125, -15584.59765625, 1780.919921875, -25322.671875, -23186.158203125
282100.48515845905, 5223.8486328125, -22325.90625, -3815.085205078125, -10812.41015625, -15586.0947265625, 1749.64990234375, -25285.767578125, -23192.52734375
282100.48915845907, 5196.55712890625, -22330.353515625, -3661.864013671875, -10842.65234375, -15581.4013671875, 1700.9454345703125, -25352.689453125, -23201.580078125
282100.4931584591, 5245.12744140625, -22277.291015625, -3562.13037109375, -10881.208984375, -15561.9775390625, 1688.6519775390625, -25338.5859375, -23188.9296875
282100.4971584591, 5250.71533203125, -22200.736328125, -3622.167236328125, -10828.01171875, -15603.9541015625, 1756.9141845703125, -25309.23828125, -23167.203125
282100.5011584591, 5116.76123046875, -22285.560546875, -3732.115478515625, -10788.8515625, -15628.138671875, 1797.862548828125, -25294.59765625, -23178.916015625
282100.50660066697, 5188.48828125, -22372.240234375, -3714.345947265625, -10853.2470703125, -15535.087890625, 1714.64697265625, -25278.705078125, -23210.810546875
282100.510600667, 5187.70556640625, -22256.369140625, -3555.402587890625, -10878.9072265625, -15562.513671875, 1660.68994140625, -25364.669921875, -23198.361328125
282100.514600667, 5227.71533203125, -22240.87890625, -3622.189697265625, -10821.6416015625, -15608.4248046875, 1753.22607421875, -25370.75, -23179.80859375
282100.518600667, 5211.37646484375, -22272.0390625, -3780.775146484375, -10813.21484375, -15587.9052734375, 1759.84228515625, -25258.23046875, -23184.48046875
282100.522600667, 5282.5888671875, -22294.8359375, -3727.935791015625, -10845.5361328125, -15564.212890625, 1708.25439453125, -25292.541015625, -23203.390625
282100.52660066704, 5256.0126953125, -22369.984375, -3643.423828125, -10864.04296875, -15526.3935546875, 1695.5809326171875, -25355.572265625, -23215.080078125
282100.53060066706, 5204.0224609375, -22368.77734375, -3724.76171875, -10838.0703125, -15517.51953125, 1744.5089111328125, -25291.04296875, -23203.501953125
282100.5346006671, 5092.24169921875, -22250.892578125, -3765.24072265625, -10784.8505859375, -15602.3896484375, 1765.43017578125, -25285.388671875, -23181.978515625
282100.5386006671, 5010.07666015625, -22313.857421875, -3702.946533203125, -10811.44921875, -15593.11328125, 1734.003662109375, -25325.935546875, -23195.880859375
282100.5426006671, 5151.048828125, -22365.244140625, -3627.12939453125, -10855.1689453125, -15534.0380859375, 1704.365234375, -25344.509765625, -23211.615234375
282100.54262574995, 5286.232421875, -22293.048828125, -3621.34033203125, -10839.2099609375, -15568.75, 1731.74609375, -25351.34765625, -23188.7734375
282100.54662574996, 5267.74755859375, -22221.90234375, -3819.33203125, -10797.814453125, -15600.802734375, 1763.03857421875, -25312.009765625, -23179.228515625
282100.55062575, 5224.34033203125, -22310.3046875, -3882.140380859375, -10816.8134765625, -15581.6689453125, 1736.9317626953125, -25320.302734375, -23201.759765625
282100.55462575, 5224.13916015625, -22345.173828125, -3605.4033203125, -10889.1220703125, -15541.078125, 1678.7947998046875, -25312.2109375, -23202.40625
282100.55862575, 5128.8310546875, -22354.828125, -3558.889404296875, -10849.5146484375, -15549.416015625, 1734.1376953125, -25301.458984375, -23190.828125
282100.56262575, 5186.87890625, -22249.685546875, -3639.69091796875, -10786.7509765625, -15637.5263671875, 1781.679931640625, -25343.123046875, -23166.62109375
282100.56662575004, 5089.96142578125, -22303.7109375, -3714.9716796875, -10817.328125, -15585.267578125, 1748.24169921875, -25287.736328125, -23184.1015625
